,TotalNeeded
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,6
542,6
543,6
544,6
545,6
546,6
547,6
548,6
549,6
550,6
551,6
552,6
553,6
554,6
555,6
556,6
557,6
558,6
559,6
560,6
561,6
562,14
563,14
564,14
565,13
566,13
567,13
568,12
569,12
570,12
571,12
572,12
573,12
574,12
575,12
576,12
577,12
578,11
579,11
580,11
581,11
582,11
583,11
584,10
585,10
586,10
587,10
588,10
589,9
590,9
591,9
592,9
593,9
594,9
595,9
596,9
597,9
598,9
599,9
600,8
601,8
602,7
603,7
604,7
605,7
606,7
607,7
608,7
609,7
610,7
611,7
612,7
613,7
614,16
615,16
616,16
617,16
618,16
619,16
620,16
621,16
622,16
623,15
624,15
625,14
626,14
627,13
628,13
629,13
630,12
631,12
632,11
633,11
634,11
635,11
636,11
637,11
638,11
639,11
640,11
641,11
642,11
643,11
644,11
645,11
646,11
647,11
648,11
649,11
650,11
651,11
652,11
653,11
654,11
655,11
656,14
657,14
658,14
659,14
660,14
661,14
662,14
663,13
664,13
665,12
666,12
667,12
668,12
669,12
670,12
671,12
672,12
673,12
674,11
675,11
676,11
677,11
678,11
679,11
680,11
681,11
682,11
683,11
684,9
685,9
686,9
687,8
688,8
689,7
690,7
691,7
692,7
693,7
694,7
695,7
696,7
697,7
698,6
699,5
700,5
701,5
702,5
703,5
704,5
705,5
706,5
707,5
708,4
709,4
710,4
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,3
738,3
739,3
740,2
741,2
742,2
743,2
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,3
766,9
767,9
768,9
769,9
770,9
771,9
772,9
773,9
774,9
775,9
776,9
777,9
778,8
779,8
780,8
781,8
782,8
783,8
784,8
785,8
786,8
787,8
788,8
789,8
790,8
791,8
792,8
793,7
794,7
795,7
796,7
797,7
798,7
799,7
800,7
801,7
802,7
803,7
804,7
805,7
806,7
807,7
808,7
809,10
810,9
811,9
812,9
813,9
814,9
815,9
816,9
817,9
818,9
819,9
820,9
821,9
822,9
823,9
824,9
825,9
826,9
827,9
828,9
829,9
830,9
831,9
832,8
833,8
834,8
835,8
836,8
837,12
838,12
839,12
840,12
841,12
842,12
843,11
844,11
845,11
846,10
847,10
848,15
849,14
850,14
851,14
852,14
853,14
854,14
855,14
856,14
857,14
858,14
859,14
860,14
861,14
862,14
863,14
864,14
865,14
866,14
867,14
868,14
869,14
870,14
871,14
872,14
873,13
874,13
875,13
876,13
877,13
878,13
879,13
880,13
881,12
882,12
883,12
884,12
885,12
886,12
887,11
888,11
889,11
890,10
891,10
892,10
893,10
894,10
895,10
896,9
897,9
898,9
899,9
900,9
901,9
902,9
903,9
904,9
905,9
906,8
907,8
908,8
909,8
910,8
911,8
912,8
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,6
930,6
931,6
932,6
933,6
934,5
935,5
936,5
937,5
938,5
939,5
940,5
941,5
942,5
943,5
944,5
945,5
946,5
947,5
948,5
949,5
950,5
951,5
952,5
953,5
954,5
955,5
956,3
957,3
958,3
959,3
960,3
961,3
962,3
963,2
964,2
965,2
966,2
967,2
968,2
969,2
970,2
971,2
972,2
973,2
974,2
975,2
976,2
977,2
978,2
979,2
980,2
981,6
982,6
983,6
984,6
985,6
986,6
987,6
988,6
989,12
990,12
991,12
992,12
993,12
994,12
995,12
996,13
997,13
998,13
999,12
1000,12
1001,12
1002,12
1003,12
1004,12
1005,12
1006,12
1007,12
1008,12
1009,12
1010,12
1011,12
1012,12
1013,12
1014,21
1015,21
1016,21
1017,21
1018,21
1019,21
1020,21
1021,20
1022,20
1023,20
1024,19
1025,19
1026,19
1027,19
1028,18
1029,17
1030,16
1031,16
1032,15
1033,14
1034,14
1035,14
1036,14
1037,13
1038,13
1039,22
1040,21
1041,21
1042,21
1043,21
1044,21
1045,21
1046,21
1047,21
1048,20
1049,19
1050,19
1051,19
1052,19
1053,18
1054,18
1055,21
1056,21
1057,21
1058,20
1059,22
1060,22
1061,22
1062,22
1063,22
1064,22
1065,21
1066,24
1067,22
1068,22
1069,22
1070,22
1071,21
1072,21
1073,21
1074,20
1075,25
1076,25
1077,25
1078,25
1079,24
1080,24
1081,23
1082,23
1083,23
1084,23
1085,22
1086,21
1087,21
1088,21
1089,21
1090,21
1091,21
1092,21
1093,20
1094,19
1095,19
1096,19
1097,19
1098,19
1099,19
1100,19
1101,19
1102,19
1103,19
1104,19
1105,19
1106,19
1107,18
1108,18
1109,18
1110,18
1111,18
1112,17
1113,17
1114,17
1115,17
1116,17
1117,17
1118,23
1119,23
1120,23
1121,23
1122,23
1123,23
1124,23
1125,21
1126,21
1127,21
1128,21
1129,21
1130,21
1131,21
1132,20
1133,20
1134,20
1135,20
1136,20
1137,19
1138,18
1139,18
1140,18
1141,18
1142,18
1143,18
1144,20
1145,20
1146,19
1147,19
1148,19
1149,19
1150,19
1151,19
1152,19
1153,19
1154,18
1155,18
1156,18
1157,18
1158,18
1159,17
1160,17
1161,16
1162,16
1163,15
1164,15
1165,15
1166,15
1167,15
1168,15
1169,15
1170,15
1171,15
1172,15
1173,15
1174,15
1175,15
1176,15
1177,15
1178,15
1179,14
1180,14
1181,14
1182,14
1183,14
1184,14
1185,14
1186,14
1187,14
1188,14
1189,14
1190,13
1191,13
1192,13
1193,13
1194,13
1195,13
1196,13
1197,12
1198,12
1199,12
1200,12
1201,12
1202,12
1203,11
1204,11
1205,11
1206,10
1207,10
1208,10
1209,10
1210,10
1211,9
1212,9
1213,8
1214,8
1215,8
1216,8
1217,8
1218,8
1219,7
1220,7
1221,7
1222,7
1223,7
1224,7
1225,7
1226,7
1227,7
1228,7
1229,7
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,7
1237,7
1238,7
1239,6
1240,6
1241,6
1242,6
1243,5
1244,5
1245,5
1246,5
1247,5
1248,5
1249,5
1250,5
1251,5
1252,5
1253,5
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,5
1261,5
1262,4
1263,4
1264,4
1265,6
1266,15
1267,15
1268,14
1269,14
1270,14
1271,14
1272,14
1273,14
1274,14
1275,14
1276,13
1277,13
1278,13
1279,13
1280,13
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,11
1294,11
1295,11
1296,11
1297,11
1298,11
1299,19
1300,19
1301,19
1302,19
1303,18
1304,18
1305,18
1306,18
1307,18
1308,17
1309,17
1310,16
1311,16
1312,15
1313,15
1314,15
1315,15
1316,15
1317,15
1318,15
1319,15
1320,15
1321,15
1322,15
1323,15
1324,15
1325,15
1326,15
1327,15
1328,22
1329,22
1330,22
1331,22
1332,22
1333,21
1334,21
1335,21
1336,21
1337,21
1338,20
1339,20
1340,19
1341,19
1342,19
1343,19
1344,19
1345,19
1346,19
1347,18
1348,18
1349,18
1350,17
1351,17
1352,17
1353,17
1354,20
1355,20
1356,20
1357,19
1358,19
1359,19
1360,19
1361,19
1362,19
1363,19
1364,19
1365,18
1366,18
1367,18
1368,18
1369,17
1370,17
1371,17
1372,17
1373,16
1374,16
1375,16
1376,16
1377,16
1378,16
1379,15
1380,15
1381,15
1382,14
1383,14
1384,12
1385,12
1386,12
1387,12
1388,12
1389,12
1390,12
1391,12
1392,11
1393,11
1394,10
1395,10
1396,10
1397,8
1398,8
1399,8
1400,8
1401,8
1402,8
1403,8
1404,8
1405,8
1406,8
1407,8
1408,7
1409,7
1410,7
1411,7
1412,7
1413,7
1414,15
1415,15
1416,15
1417,14
1418,14
1419,14
1420,13
1421,13
1422,13
1423,13
1424,13
1425,12
1426,12
1427,12
1428,12
1429,12
1430,12
1431,12
1432,12
1433,12
1434,12
1435,12
1436,10
1437,10
1438,10
1439,10
1440,10
1441,10
1442,10
1443,10
1444,10
1445,10
1446,10
1447,10
1448,10
1449,13
1450,13
1451,13
1452,13
1453,13
1454,13
1455,13
1456,22
1457,22
1458,22
1459,21
1460,21
1461,21
1462,21
1463,21
1464,21
1465,21
1466,21
1467,21
1468,19
1469,19
1470,18
1471,18
1472,17
1473,17
1474,17
1475,17
1476,16
1477,16
1478,16
1479,16
1480,16
1481,16
1482,16
1483,15
1484,15
1485,14
1486,14
1487,14
1488,14
1489,14
1490,14
1491,13
1492,13
1493,19
1494,19
1495,19
1496,19
1497,19
1498,18
1499,18
1500,21
1501,20
1502,22
1503,21
1504,20
1505,20
1506,19
1507,19
1508,19
1509,18
1510,17
1511,16
1512,16
1513,16
1514,16
1515,16
1516,16
1517,16
1518,16
1519,15
1520,15
1521,15
1522,15
1523,15
1524,14
1525,14
1526,14
1527,14
1528,14
1529,13
1530,13
1531,13
1532,13
1533,13
1534,13
1535,13
1536,13
1537,13
1538,13
1539,12
1540,12
1541,12
1542,12
1543,12
1544,12
1545,12
1546,12
1547,12
1548,13
1549,13
1550,11
1551,11
1552,11
1553,11
1554,11
1555,10
1556,10
1557,10
1558,10
1559,9
1560,9
1561,9
1562,9
1563,9
1564,8
1565,8
1566,8
1567,8
1568,8
1569,7
1570,7
1571,7
1572,7
1573,6
1574,6
1575,6
1576,5
1577,5
1578,5
1579,5
1580,5
1581,5
1582,5
1583,5
1584,5
1585,5
1586,5
1587,5
1588,4
1589,4
1590,3
1591,3
1592,2
1593,2
1594,2
1595,2
1596,2
1597,2
1598,2
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,5
1679,5
1680,5
1681,5
1682,5
1683,5
1684,5
1685,5
1686,5
1687,5
1688,5
1689,5
1690,5
1691,5
1692,5
1693,5
1694,5
1695,5
1696,5
1697,5
1698,5
1699,4
1700,4
1701,4
1702,12
1703,12
1704,12
1705,17
1706,16
1707,16
1708,16
1709,15
1710,15
1711,15
1712,15
1713,15
1714,17
1715,16
1716,16
1717,16
1718,16
1719,16
1720,15
1721,15
1722,15
1723,15
1724,15
1725,15
1726,15
1727,15
1728,15
1729,15
1730,14
1731,14
1732,14
1733,14
1734,13
1735,13
1736,13
1737,13
1738,13
1739,13
1740,13
1741,21
1742,21
1743,21
1744,21
1745,21
1746,21
1747,19
1748,19
1749,19
1750,19
1751,19
1752,22
1753,22
1754,22
1755,21
1756,20
1757,20
1758,20
1759,20
1760,19
1761,19
1762,19
1763,18
1764,18
1765,18
1766,18
1767,18
1768,18
1769,21
1770,20
1771,20
1772,19
1773,19
1774,19
1775,28
1776,28
1777,25
1778,25
1779,25
1780,25
1781,25
1782,25
1783,25
1784,24
1785,23
1786,23
1787,22
1788,22
1789,22
1790,22
1791,21
1792,21
1793,21
1794,20
1795,19
1796,19
1797,19
1798,19
1799,19
1800,19
1801,18
1802,18
1803,17
1804,17
1805,17
1806,17
1807,17
1808,16
1809,16
1810,16
1811,16
1812,16
1813,15
1814,15
1815,21
1816,21
1817,19
1818,19
1819,19
1820,18
1821,17
1822,16
1823,15
1824,15
1825,13
1826,13
1827,13
1828,13
1829,12
1830,12
1831,21
1832,21
1833,21
1834,21
1835,21
1836,21
1837,21
1838,21
1839,21
1840,21
1841,21
1842,21
1843,21
1844,20
1845,19
1846,18
1847,18
1848,18
1849,18
1850,18
1851,18
1852,18
1853,18
1854,18
1855,17
1856,17
1857,17
1858,16
1859,16
1860,16
1861,16
1862,16
1863,15
1864,15
1865,14
1866,14
1867,14
1868,14
1869,14
1870,20
1871,20
1872,20
1873,20
1874,18
1875,18
1876,18
1877,18
1878,18
1879,17
1880,17
1881,17
1882,16
1883,16
1884,16
1885,16
1886,16
1887,16
1888,14
1889,14
1890,13
1891,13
1892,13
1893,13
1894,12
1895,12
1896,11
1897,11
1898,10
1899,9
1900,9
1901,9
1902,9
1903,9
1904,13
1905,13
1906,13
1907,13
1908,12
1909,12
1910,12
1911,12
1912,12
1913,20
1914,20
1915,20
1916,20
1917,24
1918,24
1919,24
1920,24
1921,24
1922,23
1923,23
1924,21
1925,21
1926,21
1927,21
1928,21
1929,21
1930,20
1931,20
1932,19
1933,19
1934,18
1935,18
1936,24
1937,24
1938,24
1939,23
1940,22
1941,22
1942,22
1943,22
1944,21
1945,21
1946,21
1947,21
1948,21
1949,21
1950,21
1951,21
1952,21
1953,21
1954,21
1955,20
1956,20
1957,19
1958,19
1959,19
1960,18
1961,18
1962,18
1963,18
1964,18
1965,18
1966,18
1967,17
1968,16
1969,16
1970,16
1971,16
1972,16
1973,16
1974,15
1975,15
1976,14
1977,14
1978,14
1979,14
1980,14
1981,20
1982,20
1983,20
1984,20
1985,20
1986,20
1987,26
1988,26
1989,25
1990,24
1991,24
1992,24
1993,24
1994,24
1995,21
1996,21
1997,21
1998,20
1999,19
2000,19
2001,19
2002,19
2003,18
2004,18
2005,18
2006,17
2007,17
2008,17
2009,17
2010,17
2011,16
2012,16
2013,16
2014,16
2015,14
2016,14
2017,14
2018,14
2019,14
2020,14
2021,14
2022,14
2023,14
2024,14
2025,14
2026,13
2027,13
2028,13
2029,13
2030,12
2031,12
2032,12
2033,12
2034,12
2035,12
2036,11
2037,11
2038,11
2039,11
2040,10
2041,10
2042,9
2043,9
2044,9
2045,14
2046,14
2047,14
2048,14
2049,13
2050,13
2051,13
2052,13
2053,13
2054,13
2055,13
2056,13
2057,13
2058,12
2059,12
2060,10
2061,10
2062,10
2063,10
2064,10
2065,10
2066,10
2067,10
2068,10
2069,10
2070,10
2071,10
2072,10
2073,10
2074,9
2075,9
2076,9
2077,9
2078,9
2079,9
2080,8
2081,8
2082,8
2083,7
2084,7
2085,7
2086,6
2087,6
2088,6
2089,6
2090,6
2091,6
2092,5
2093,4
2094,4
2095,10
2096,10
2097,10
2098,10
2099,10
2100,10
2101,10
2102,9
2103,9
2104,16
2105,16
2106,16
2107,15
2108,15
2109,14
2110,14
2111,14
2112,14
2113,14
2114,14
2115,14
2116,14
2117,13
2118,20
2119,20
2120,20
2121,20
2122,20
2123,19
2124,19
2125,18
2126,17
2127,17
2128,17
2129,17
2130,17
2131,17
2132,17
2133,17
2134,15
2135,15
2136,14
2137,14
2138,14
2139,14
2140,14
2141,14
2142,14
2143,14
2144,14
2145,14
2146,14
2147,14
2148,14
2149,14
2150,14
2151,13
2152,15
2153,15
2154,15
2155,15
2156,15
2157,14
2158,13
2159,13
2160,13
2161,13
2162,13
2163,13
2164,13
2165,13
2166,13
2167,13
2168,13
2169,12
2170,12
2171,12
2172,12
2173,12
2174,12
2175,19
2176,19
2177,19
2178,18
2179,18
2180,18
2181,18
2182,18
2183,17
2184,17
2185,17
2186,17
2187,17
2188,17
2189,16
2190,16
2191,15
2192,15
2193,15
2194,15
2195,15
2196,15
2197,14
2198,13
2199,13
2200,13
2201,13
2202,13
2203,13
2204,13
2205,13
2206,13
2207,13
2208,16
2209,16
2210,15
2211,15
2212,15
2213,15
2214,15
2215,15
2216,15
2217,15
2218,15
2219,14
2220,13
2221,13
2222,13
2223,13
2224,13
2225,13
2226,12
2227,12
2228,12
2229,12
2230,12
2231,12
2232,12
2233,12
2234,12
2235,10
2236,10
2237,15
2238,15
2239,15
2240,14
2241,14
2242,14
2243,14
2244,14
2245,14
2246,14
2247,13
2248,13
2249,17
2250,17
2251,16
2252,16
2253,16
2254,16
2255,16
2256,15
2257,14
2258,14
2259,14
2260,13
2261,13
2262,13
2263,13
2264,12
2265,12
2266,12
2267,11
2268,16
2269,16
2270,16
2271,16
2272,16
2273,16
2274,16
2275,16
2276,16
2277,15
2278,17
2279,16
2280,15
2281,15
2282,15
2283,15
2284,15
2285,14
2286,13
2287,13
2288,13
2289,13
2290,12
2291,12
2292,12
2293,12
2294,12
2295,12
2296,12
2297,12
2298,12
2299,11
2300,20
2301,20
2302,19
2303,19
2304,19
2305,19
2306,19
2307,19
2308,19
2309,18
2310,18
2311,17
2312,16
2313,16
2314,16
2315,16
2316,16
2317,14
2318,14
2319,13
2320,13
2321,13
2322,13
2323,13
2324,13
2325,12
2326,12
2327,12
2328,12
2329,12
2330,12
2331,12
2332,12
2333,19
2334,19
2335,25
2336,32
2337,32
2338,32
2339,32
2340,32
2341,32
2342,30
2343,30
2344,30
2345,29
2346,29
2347,29
2348,29
2349,28
2350,28
2351,27
2352,27
2353,26
2354,25
2355,24
2356,24
2357,24
2358,23
2359,23
2360,23
2361,23
2362,23
2363,22
2364,21
2365,21
2366,21
2367,20
2368,20
2369,20
2370,20
2371,20
2372,20
2373,20
2374,19
2375,19
2376,19
2377,18
2378,17
2379,17
2380,17
2381,17
2382,17
2383,17
2384,17
2385,16
2386,16
2387,16
2388,16
2389,16
2390,16
2391,16
2392,15
2393,15
2394,14
2395,14
2396,14
2397,14
2398,14
2399,14
2400,14
2401,14
2402,13
2403,13
2404,13
2405,13
2406,13
2407,13
2408,13
2409,13
2410,12
2411,12
2412,12
2413,11
2414,11
2415,11
2416,11
2417,11
2418,10
2419,10
2420,10
2421,10
2422,10
2423,10
2424,10
2425,9
2426,9
2427,8
2428,8
2429,7
2430,6
2431,6
2432,6
2433,6
2434,5
2435,5
2436,5
2437,4
2438,4
2439,3
2440,3
2441,3
2442,3
2443,3
2444,3
2445,3
2446,3
2447,3
2448,3
2449,3
2450,3
2451,3
2452,5
2453,5
2454,5
2455,5
2456,5
2457,5
2458,5
2459,5
2460,4
2461,3
2462,3
2463,3
2464,3
2465,3
2466,3
2467,3
2468,2
2469,2
2470,2
2471,2
2472,2
2473,2
2474,2
2475,2
2476,2
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,3
2491,3
2492,3
2493,3
2494,3
2495,3
2496,3
2497,3
2498,3
2499,3
2500,3
2501,3
2502,3
2503,2
2504,2
2505,2
2506,2
2507,2
2508,2
2509,2
2510,2
2511,2
2512,2
2513,2
2514,2
2515,2
2516,2
2517,2
2518,2
2519,2
2520,2
2521,2
2522,2
2523,2
2524,2
2525,2
2526,2
2527,2
2528,2
2529,2
2530,2
2531,2
2532,2
2533,2
2534,8
2535,8
2536,8
2537,8
2538,8
2539,8
2540,8
2541,8
2542,8
2543,8
2544,7
2545,7
2546,7
2547,7
2548,7
2549,7
2550,12
2551,12
2552,12
2553,11
2554,11
2555,11
2556,11
2557,10
2558,10
2559,9
2560,9
2561,9
2562,9
2563,9
2564,8
2565,8
2566,8
2567,7
2568,7
2569,7
2570,7
2571,7
2572,7
2573,7
2574,7
2575,7
2576,7
2577,7
2578,7
2579,7
2580,7
2581,16
2582,15
2583,23
2584,23
2585,23
2586,23
2587,23
2588,22
2589,22
2590,21
2591,21
2592,21
2593,21
2594,19
2595,19
2596,19
2597,18
2598,18
2599,17
2600,17
2601,17
2602,17
2603,16
2604,15
2605,15
2606,19
2607,19
2608,19
2609,19
2610,19
2611,19
2612,19
2613,18
2614,18
2615,17
2616,16
2617,16
2618,16
2619,16
2620,15
2621,15
2622,15
2623,15
2624,14
2625,14
2626,14
2627,14
2628,14
2629,14
2630,14
2631,14
2632,14
2633,13
2634,13
2635,13
2636,13
2637,12
2638,12
2639,12
2640,12
2641,12
2642,12
2643,12
2644,12
2645,11
2646,11
2647,11
2648,11
2649,11
2650,11
2651,11
2652,11
2653,11
2654,13
2655,13
2656,13
2657,13
2658,13
2659,13
2660,16
2661,16
2662,15
2663,14
2664,14
2665,14
2666,14
2667,14
2668,14
2669,13
2670,13
2671,13
2672,12
2673,15
2674,15
2675,15
2676,15
2677,15
2678,14
2679,14
2680,14
2681,13
2682,12
2683,12
2684,10
2685,10
2686,10
2687,10
2688,10
2689,10
2690,10
2691,10
2692,10
2693,18
2694,18
2695,18
2696,18
2697,18
2698,18
2699,18
2700,17
2701,17
2702,17
2703,17
2704,17
2705,17
2706,17
2707,17
2708,15
2709,14
2710,13
2711,13
2712,13
2713,13
2714,13
2715,18
2716,18
2717,18
2718,18
2719,18
2720,18
2721,17
2722,17
2723,16
2724,15
2725,15
2726,15
2727,23
2728,23
2729,23
2730,22
2731,20
2732,20
2733,20
2734,20
2735,20
2736,20
2737,28
2738,27
2739,27
2740,27
2741,27
2742,27
2743,27
2744,26
2745,26
2746,25
2747,25
2748,25
2749,25
2750,25
2751,25
2752,25
2753,25
2754,25
2755,25
2756,24
2757,24
2758,24
2759,24
2760,23
2761,23
2762,22
2763,22
2764,22
2765,22
2766,22
2767,22
2768,21
2769,21
2770,21
2771,20
2772,19
2773,19
2774,19
2775,19
2776,19
2777,19
2778,19
2779,18
2780,18
2781,18
2782,18
2783,17
2784,17
2785,15
2786,15
2787,15
2788,15
2789,14
2790,14
2791,14
2792,14
2793,13
2794,13
2795,13
2796,13
2797,13
2798,13
2799,11
2800,11
2801,11
2802,11
2803,11
2804,10
2805,10
2806,10
2807,9
2808,9
2809,8
2810,14
2811,20
2812,20
2813,20
2814,20
2815,20
2816,19
2817,18
2818,18
2819,18
2820,25
2821,25
2822,24
2823,24
2824,32
2825,32
2826,32
2827,32
2828,31
2829,31
2830,30
2831,30
2832,29
2833,36
2834,36
2835,36
2836,36
2837,35
2838,35
2839,35
2840,35
2841,35
2842,35
2843,35
2844,34
2845,34
2846,34
2847,33
2848,32
2849,32
2850,32
2851,30
2852,30
2853,30
2854,30
2855,30
2856,30
2857,30
2858,28
2859,28
2860,27
2861,27
2862,27
2863,27
2864,26
2865,26
2866,26
2867,26
2868,31
2869,31
2870,29
2871,28
2872,28
2873,28
2874,27
2875,27
2876,27
2877,33
2878,33
2879,32
2880,32
2881,32
2882,32
2883,32
2884,31
2885,31
2886,30
2887,30
2888,30
2889,28
2890,28
2891,28
2892,28
2893,28
2894,28
2895,27
2896,26
2897,25
2898,26
2899,26
2900,24
2901,23
2902,23
2903,23
2904,23
2905,22
2906,21
2907,21
2908,21
2909,20
2910,20
2911,19
2912,17
2913,17
2914,17
2915,17
2916,17
2917,17
2918,17
2919,17
2920,17
2921,17
2922,17
2923,17
2924,17
2925,15
2926,15
2927,14
2928,14
2929,14
2930,14
2931,14
2932,14
2933,14
2934,14
2935,14
2936,13
2937,13
2938,13
2939,12
2940,12
2941,12
2942,12
2943,11
2944,10
2945,9
2946,9
2947,9
2948,8
2949,8
2950,8
2951,8
2952,8
2953,8
2954,8
2955,7
2956,7
2957,7
2958,6
2959,6
2960,6
2961,6
2962,6
2963,6
2964,5
2965,5
2966,6
2967,6
2968,6
2969,6
2970,6
2971,5
2972,5
2973,5
2974,5
2975,8
2976,8
2977,8
2978,8
2979,8
2980,8
2981,9
2982,9
2983,9
2984,9
2985,9
2986,9
2987,9
2988,9
2989,9
2990,9
2991,8
2992,8
2993,10
2994,10
2995,10
